Quality	#1 ID	#2 ID	#1 String	#2 String
0	1960	196000003	is the alma mater of the has affiliation with	type
1	2513	251300002	the list of cars are the predecessor of Sized Cars	predecessor
0	2450	245000005	List the discipline of the journals publisher is	founder
0	3284	328400004	parent company of the is the alma mater of the	death date
1	2390	239000002	cars are similar to the ones assembled in the	related
0	287	28700005	Does operate in the industry	location
1	2941	294100001	was the current champion of born	champion
0	438	43800003	college of (golfer) is the alma mater of	short description
0	2399	239900004	the s label is given by	location city
1	3585	358500001	TV composer is executive producer as	executive producer
0	605	60500006	first drivers have participated was a first team	2016 team
0	2854	285400003	is the religious affiliation of	established
0	3644	364400006	the religions followed by people living in	state special
1	1689	168900001	In different places have people died	death place
1	561	56100001	team of is the debutant team of	team
1	3802	380200002	an has as one of the shore city	cities
0	3648	364800003	are the houses of the the leader is called	subdivision type
0	2363	236300006	Is the similar to the	header
0	2032	203200003	has these major shrines : and	jul snow days
1	1360	136000002	are some leaders of the parties have had a seat in	leader
0	1542	154200003	is the relative of	birth date
1	1843	184300001	are some music artists s have signed up with	label
1	3637	363700001	s are owned by citizens	location
0	3850	385000004	is the alma mater of and	contributions
1	2064	206400002	the artist made is often associated with	associated band
0	2007	200700005	the movies directed by music composer	alma mater
0	1423	142300005	is the citizenship of	organization
0	1664	166400002	Is the cinematographer of	caption
0	1606	160600004	is the tributary is	mouth elevation
0	966	96600002	For team does play for	short description
1	2394	239400001	astronaut's mission was	mission
1	2751	275100001	religions are followed by s	religion
0	2788	278800004	award was won by the father of	narrator
0	1475	147500004	ppolitical party of is the owner of	sister newspaper
1	1545	154500001	is the source country of Water managemnt in is the lof	source country
0	2267	226700006	's mouth is located in has source location as	elevation
0	192	19200007	is the leader name of the s governing body is	inaccurate
0	3086	308600003	the was developed by distributed by	broadcast area
0	2217	221700004	cities are around the in the flows	island
0	3991	399100005	Is the trainer of	discipline
0	2083	208300003	the veneration of the is the predecessor of	years
0	3404	340400002	is the resting place of the and	party
1	2414	241400001	award has been won by	title
0	3011	301100002	is hometown to s	latd
0	3344	334400005	city was recorded in Live in detroit is the official residence of	artist
0	1379	137900003	List the people died in are a member of political party	float
1	337	33700001	List the home stadiums of the teams in the	league
0	2213	221300005	the common record label of and	album
0	60	6000007	appointed the governor under worked	predecessor
0	3941	394100006	are the shrines of the s were beatified by	date of consecration
0	980	98000003	is the religion of the is an international party of	international affiliation
1	398	39800001	the has been developed by	developer
0	243	24300002	Was Duanne known to play the	artist
0	542	54200004	Is a subsidiary of	homepage
0	402	40200007	is the former partner of the pupil of	formercoach
0	3652	365200005	shows have location as	totalarea
0	1163	116300004	publishes genre of	products
1	179	17900001	The authors of was influenced by m	influenced by
0	583	58300005	is the spouse of	team
1	715	71500001	is buried at the place governed by	governing body
0	1589	158900004	Was released before	language
0	3468	346800004	architects are there have made something used by	visitormanagerteam
1	1171	117100001	borders the falls under	border
0	1951	195100005	a commstructure is garrison is	governing body
1	2804	280400001	the president of	president
0	2074	207400004	battle of was the conflict of	birth date
0	2133	213300004	is the occupation of the are born in	maximum elevation
0	2304	230400007	From different places have participants of Breeders's come	weight
0	3921	392100003	other race are there of the adult (pornographic) actors ethnicity is	named for
0	1249	124900005	is the club manager is	stat6label
0	1498	149800003	is the automobile platform of	transmission
0	1330	133000006	To is a leader	spouse
1	634	63400002	all have been a president of institutes in	president
0	1599	159900003	wife is a presenter at	former name
0	391	39100004	To s does the airlines fly head office is located at the	latd
0	503	50300005	developed the s designed by	date of birth
1	346	34600001	is the performer of	artist
0	697	69700003	Does play the	notable instruments
0	1849	184900004	is the common distributer of and	caption
0	2760	276000007	manufacturer of is the parent of	headquarters
0	3353	335300004	Does own the	tracks
0	2152	215200005	garrison is and	cost
0	2032	203200004	has these major shrines : and	country
1	2033	203300002	a few live in a place is an official language	residence
1	3020	302000001	did study	college
0	1420	142000004	composer subsequent work of composed The TImes They are A changin	rev2score
0	3857	385700004	fought in the battle at	jul record high f
0	2748	274800003	is the official language of is the target area of Journal	nummembers
0	2336	233600005	List the people were the first one to climb a in	hometown
1	1414	141400002	destination of the is the predecessor of the	predecessor
1	916	91600001	is the genre of the home town is	genre
0	3209	320900004	speak the	employer
0	3395	339500004	network is Prime time Entertainment has as executive producer	first air date
0	3558	355800006	is the prize received by the one wrote the screen play of	name
0	1412	141200002	organization is the parent of	parent organization
0	3745	374500006	List the s by the authors buried in the	designation
1	1450	145000002	are founded in the city of is a part	part
0	1097	109700005	former team of does the played for	birth date
0	2505	250500005	is the starred in	country
0	2086	208600003	In country was was firt aired is the mouth country of	runtime
0	511	51100005	countries fought the battle	commands
0	2633	263300005	narrated the s in performed	genre
0	3917	391700007	TV show's producer is company is	death date
0	764	76400003	is the campus is	elevation
1	816	81600001	the races took part	race
1	424	42400001	are a few s family is	family
0	573	57300004	Was first aired in	theme music composer
0	1218	121800004	Was the mother of	birth date
0	1907	190700004	water bodies have primary inflows sa	river mouth
0	854	85400004	nationality of is the nationality of	owner
0	1064	106400002	other home stadium are there of the soccer club home stadium is	record attendance
1	912	91200002	does the rail route ends at the station begins	route end
0	2848	284800003	licensee are there of the radio stations area is	headquarter
